policy,scenario_id,seed,shield_enabled,success,collision,terminated,truncated,failure_type,episode_time,steps,path_length,path_length_ratio,minimum_clearance,mean_cross_track_error,max_cross_track_error,idle_time,angular_oscillation,total_abs_rotation,action_smoothness,shield_pass,shield_clamp,shield_stop,shield_interventions,unsafe_without_shield,shield_sustained_time,safety_cost,inference_ms,simulation_steps_per_second
ppo,S4,1000,False,1,0,1,0,,7.949999999999875,159,9.828230708832463,0.9828230708832463,0.02560428099944584,0.14991318115400706,0.2205930990213254,0.0,1,0.6389477639249529,0.0001748096547089517,159,0,0,0,15,0.0,10.559012469655215,0.14746333323250693,607.139618243658
bc_dagger,S4,1000,False,1,0,1,0,,12.099999999999786,242,10.597355867156121,1.0597355867156122,0.642499976562566,0.8455453812661616,1.7496732246356586,0.0,1,2.20194002720702,0.00022191459720488638,242,0,0,0,0,0.0,0.0,0.0880315165428208,689.1887081310769
lite_rule_baseline,S4,1000,True,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.18999999999999984,0.0,0.0,0.0,0,0.0,0.0004686947213485837,166,0,0,0,0,0.0,4.242549167456301,0.029983439776241353,784.8170986092639
bc,S4,1000,True,1,0,1,0,,8.19999999999987,164,9.798782252608717,0.9798782252608718,0.08545606912008752,0.03604147323611273,0.10454393087991232,0.0,0,0.24639475887961446,0.00017555667727719992,164,0,0,0,0,0.0,7.966831498133853,0.09200153658084895,671.8515526600831
ppo,S4,1000,True,0,0,0,1,SHIELD_SATURATION,18.000000000000014,360,3.9146955501572895,0.39146955501572894,0.03142456967573731,0.16683795116210007,0.2205930990213254,12.050000000000036,1,0.43592499998509077,4.7065426770132035e-05,85,61,214,275,275,13.0,75.1883777437523,0.1274042833554429,634.9988439296282
bc_dagger,S4,1000,True,1,0,1,0,,12.099999999999786,242,10.597355867156121,1.0597355867156122,0.642499976562566,0.8455453812661616,1.7496732246356586,0.0,1,2.20194002720702,0.00022191459720488638,242,0,0,0,0,0.0,0.0,0.08534195860027632,714.5947111152717
lite_rule_baseline,S4,1001,False,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.18999999999999984,0.0,0.0,0.0,0,0.0,0.0004686947213485837,166,0,0,0,0,0.0,4.242549167456301,0.03249424693180972,739.5662956060489
bc,S4,1001,False,1,0,1,0,,8.19999999999987,164,9.798782252608717,0.9798782252608718,0.08545606912008752,0.03604147323611273,0.10454393087991232,0.0,0,0.24639475887961446,0.00017555667727719992,164,0,0,0,0,0.0,7.966831498133853,0.10414560369454415,613.3940584430637
ppo,S4,1001,False,1,0,1,0,,7.949999999999875,159,9.828230708832463,0.9828230708832463,0.02560428099944584,0.14991318115400706,0.2205930990213254,0.0,1,0.6389477639249529,0.0001748096547089517,159,0,0,0,15,0.0,10.559012469655215,0.1250447799609432,713.5639248278363
bc_dagger,S4,1001,False,1,0,1,0,,12.099999999999786,242,10.597355867156121,1.0597355867156122,0.642499976562566,0.8455453812661616,1.7496732246356586,0.0,1,2.20194002720702,0.00022191459720488638,242,0,0,0,0,0.0,0.0,0.09322622296648593,670.0940519137516
lite_rule_baseline,S4,1001,True,1,0,1,0,,8.299999999999867,166,9.761245329380042,0.9761245329380042,0.18999999999999984,0.0,0.0,0.0,0,0.0,0.0004686947213485837,166,0,0,0,0,0.0,4.242549167456301,0.041017337255663776,587.9148971636695
bc,S4,1001,True,1,0,1,0,,8.19999999999987,164,9.798782252608717,0.9798782252608718,0.08545606912008752,0.03604147323611273,0.10454393087991232,0.0,0,0.24639475887961446,0.00017555667727719992,164,0,0,0,0,0.0,7.966831498133853,0.0769037073174642,791.3934380725473
ppo,S4,1001,True,0,0,0,1,SHIELD_SATURATION,18.000000000000014,360,3.9146955501572895,0.39146955501572894,0.03142456967573731,0.16683795116210007,0.2205930990213254,12.050000000000036,1,0.43592499998509077,4.7065426770132035e-05,85,61,214,275,275,13.0,75.1883777437523,0.09585083324863161,825.0108927255993
bc_dagger,S4,1001,True,1,0,1,0,,12.099999999999786,242,10.597355867156121,1.0597355867156122,0.642499976562566,0.8455453812661616,1.7496732246356586,0.0,1,2.20194002720702,0.00022191459720488638,242,0,0,0,0,0.0,0.0,0.061654987547634175,927.39493995455
lite_rule_baseline,S5,1000,False,1,0,1,0,,9.049999999999851,181,10.434929807002693,0.9759785483871608,0.08041612935618364,0.006885738310750025,0.05823718477871802,0.0,1,1.0199308165237089,0.0016420953907072544,181,0,0,0,0,0.0,5.880767801205137,0.025564922575867163,944.858047780989
bc,S5,1000,False,1,0,1,0,,9.54999999999984,191,10.630041588784179,0.9942273451762429,0.17318136110698956,0.13307955946505107,0.30514730332152606,0.0,2,1.6213248929055417,0.0007337149581871927,191,0,0,0,0,0.0,1.1721183071551238,0.06396511512630526,922.6453242372461
ppo,S5,1000,False,1,0,1,0,,8.499999999999863,170,10.614066823280128,0.9927332260268256,0.20509624780701785,0.16411824351742957,0.31305298864644054,0.0,3,1.6683255569962783,0.0013069798005744815,170,0,0,0,0,0.0,0.8765598270516015,0.09668330002408337,900.892942293703
bc_dagger,S5,1000,False,0,1,1,0,COLLISION_STATIC,3.0699999999999785,62,3.283685703462146,0.30712298649809516,-0.00047758036917239233,0.6794682090892182,1.6115691968421249,0.0,0,0.3555147363057766,0.00016408726514782757,62,0,0,0,15,0.0,2.5771439541575614,0.06479237086868155,943.2287932588807
lite_rule_baseline,S5,1000,True,1,0,1,0,,9.049999999999851,181,10.434929807002693,0.9759785483871608,0.08041612935618364,0.006885738310750025,0.05823718477871802,0.0,1,1.0199308165237089,0.0016420953907072544,181,0,0,0,0,0.0,5.880767801205137,0.025631226387771506,951.7009556715332
bc,S5,1000,True,1,0,1,0,,9.54999999999984,191,10.630041588784179,0.9942273451762429,0.17318136110698956,0.13307955946505107,0.30514730332152606,0.0,2,1.6213248929055417,0.0007337149581871927,191,0,0,0,0,0.0,1.1721183071551238,0.06265380631288738,934.4525563525729
ppo,S5,1000,True,1,0,1,0,,8.499999999999863,170,10.614066823280128,0.9927332260268256,0.20509624780701785,0.16411824351742957,0.31305298864644054,0.0,3,1.6683255569962783,0.0013069798005744815,170,0,0,0,0,0.0,0.8765598270516015,0.09418895285360872,908.6809093477566
bc_dagger,S5,1000,True,0,0,0,1,TIMEOUT,18.000000000000014,360,12.055293043310407,1.1275310541040895,0.030326923354898894,2.3888494279679144,4.424484973685539,0.0,1,3.226192845077019,0.00020003698591608554,336,24,0,24,24,0.1,11.489695893034183,0.0632168027651561,908.7398991222781
lite_rule_baseline,S5,1001,False,1,0,1,0,,9.049999999999851,181,10.434929807002693,0.9759785483871608,0.08041612935618364,0.006885738310750025,0.05823718477871802,0.0,1,1.0199308165237089,0.0016420953907072544,181,0,0,0,0,0.0,5.880767801205137,0.024472165696653513,941.3137280167625
bc,S5,1001,False,1,0,1,0,,9.54999999999984,191,10.630041588784179,0.9942273451762429,0.17318136110698956,0.13307955946505107,0.30514730332152606,0.0,2,1.6213248929055417,0.0007337149581871927,191,0,0,0,0,0.0,1.1721183071551238,0.0637318534678743,923.4199964885178
ppo,S5,1001,False,1,0,1,0,,8.499999999999863,170,10.614066823280128,0.9927332260268256,0.20509624780701785,0.16411824351742957,0.31305298864644054,0.0,3,1.6683255569962783,0.0013069798005744815,170,0,0,0,0,0.0,0.8765598270516015,0.10366910575933563,858.556411831889
bc_dagger,S5,1001,False,0,1,1,0,COLLISION_STATIC,3.0699999999999785,62,3.283685703462146,0.30712298649809516,-0.00047758036917239233,0.6794682090892182,1.6115691968421249,0.0,0,0.3555147363057766,0.00016408726514782757,62,0,0,0,15,0.0,2.5771439541575614,0.071381709623834,921.0246060073895
lite_rule_baseline,S5,1001,True,1,0,1,0,,9.049999999999851,181,10.434929807002693,0.9759785483871608,0.08041612935618364,0.006885738310750025,0.05823718477871802,0.0,1,1.0199308165237089,0.0016420953907072544,181,0,0,0,0,0.0,5.880767801205137,0.04239802188317173,521.482335142897
